,symbol,currency,shortName,longName,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,regularMarketOpen,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceEarnings,earningsPerShare,logourl,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,averageDailyVolume3Month,averageDailyVolume10Day,marketCap,publicoalvo,administrador,rendimento,dy,data_pagamento,data_base,rendimento_12m,rendimento_12m_porcen,patrimonio_cota,cota_vp,negocios,participacao_ifix,numero_cotista,patrimonio,cota_base,tipo,subtipo
133,HGCR11,BRL,FII CSHG CRICI,CSHG Recebiveis Imobiliarios BC Fundo de Investimento Imobiliario - FII,0.19000244,0.17825542,2023-07-28T20:05:00.000Z,106.78,107.2,106.59 - 107.2,106.59,32450.0,106.59,106.59,8.580002,0.08737273,98.2 - 107.3,-0.5200043,-0.004846265,98.2,107.3,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,102.4067,4.3732986,0.0427052,38334.0,35395.0,1646344704.0,Investidores em Geral,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,1.2,1.16,15/06/2023,31/05/2023,1.2,1.16,102.12,1.0,111.0,1.4,92330.0,1584905286.36,103.7,Papel,Papéis
134,HGFF11,BRL,FII CSHG FOFCI,CSHG Imobiliario Fof - Fundo De Investimento Imobiliario - Fii,0.91999817,1.062599,2023-07-28T20:05:00.000Z,87.5,88.15,86.74 - 88.15,86.74,7647.0,86.58,87.1,20.5,0.30597016,67.0 - 89.64,-2.1399994,-0.023873264,67.0,89.64,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,75.4007,12.099297,0.16046663,14476.0,9943.0,,Investidores em Geral,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,0.65,0.83,15/06/2023,31/05/2023,0.65,0.82,85.93,0.91,84.0,0.21,12281.0,255622648.58,78.66,Papel,Fundo de Fundos
135,HGIC11,BRL,FII HGI CRI CI,Hgi Creditos Imobiliarios Fundo De Investimento,0.0,0.0,2023-07-28T13:20:05.000Z,106.52,106.71,106.52 - 106.71,106.52,2.0,106.52,106.71,20.68,0.24091335,85.84 - 110.0,-3.4800034,-0.031636395,85.84,110.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,101.27925,5.2407455,0.0517455,3898.0,59.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.91,0.87,13/06/2023,02/06/2023,1.02,0.97,118.92,0.88,723.0,,405.0,54603079.91,104.96,Papel,Papéis
136,HGLG11,BRL,FII CSHG LOGCI,Cshg Logistica - Fundo De Investimento Imobiliario,0.040008545,0.024447631,2023-07-28T20:05:00.000Z,163.69,164.31,163.35 - 164.31,163.35,68437.0,163.65,164.0,5.6900024,0.036012672,158.0 - 174.0,-10.309998,-0.05925286,158.0,174.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,162.18501,1.5049896,0.009279462,55905.0,70307.0,3888439552.0,Investidores em Geral,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,1.1,0.69,15/06/2023,31/05/2023,1.38,0.86,152.58,1.05,148.0,4.73,353299.0,3589278554.43,159.11,Tijolo,Imóveis Industriais e Logísticos
137,HGPO11,BRL,FII CSHGPRIMCI,Cshg Jhsf Prime Offices Fundo De Investimento Imobiliario,3.619995,1.2723613,2023-07-28T19:53:40.000Z,288.13,289.36,280.56 - 289.36,280.56,1552.0,284.51,284.42,52.050003,0.22047612,236.08 - 289.98,-1.8500061,-0.006379771,236.08,289.98,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,257.3259,30.804108,0.11970854,2750.0,1617.0,,Investidores em Geral,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,1.6,0.61,15/06/2023,31/05/2023,1.57,0.6,299.21,0.88,11.0,,13240.0,524462714.72,263.72,Tijolo,Lajes Corporativas
138,HGRE11,BRL,FII HG REAL CI,CSHG Real Estate - Fundo de Investimento Imobiliario - FII,0.66000366,0.46640074,2023-07-28T20:05:00.000Z,142.17,142.5,141.03 - 142.5,141.03,15094.0,141.51,141.6,35.17,0.32869157,107.0 - 144.5,-2.3300018,-0.01612458,107.0,144.5,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,123.58465,18.58535,0.15038559,19303.0,16800.0,1680136576.0,Investidores em Geral,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,0.78,0.59,15/06/2023,31/05/2023,0.81,0.61,156.35,0.85,101.0,1.38,140062.0,1847064778.15,132.38,Tijolo,Lajes Corporativas
139,HGRU11,BRL,FII CSHG URBCI,CSHG Renda Urbana Fundo Investimento Imobilirio - FII,0.5,0.37878788,2023-07-28T20:07:59.000Z,132.5,132.5,131.3 - 132.5,131.3,25556.0,132.0,132.0,20.699997,0.18515202,111.8 - 133.82,-1.3200073,-0.009864051,111.8,133.82,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,121.29405,11.205948,0.092386626,29980.0,32199.0,2438861312.0,Investidores em Geral,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,0.85,0.68,15/06/2023,31/05/2023,0.96,0.77,123.68,1.02,152.0,2.1,199124.0,2280666355.3,125.3,Fundo Misto,Misto
140,HLOG11,BRL,FII HEDGELOGCI,Hedge Logistica Fundo Investimento Imobiliario,-0.09000397,-0.09377366,2023-07-28T19:52:48.000Z,95.89,96.27,94.84 - 96.27,94.84,589.0,95.98,95.98,15.650002,0.1950399,80.24 - 99.78,-3.8899994,-0.038985763,80.24,99.78,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,87.47175,8.418251,0.096239656,1310.0,903.0,,Investidores em Geral,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.65,0.74,15/06/2023,31/05/2023,0.65,0.74,115.37,0.76,3.0,,4228.0,490904989.38,87.67,Tijolo,Imóveis Industriais e Logísticos
141,HOFC11,BRL,FII HOFFICEICI,Hedge Office Income Fundo De Investimento Imobiliario,-0.17000008,-0.7039341,2023-07-28T19:52:25.000Z,23.98,24.27,23.9 - 24.27,23.9,4236.0,24.15,24.15,0.9899998,0.04306219,22.99 - 26.2,-2.2200012,-0.08473287,22.99,26.2,,,https://brapi.dev/favicon.svg,24.376091,-0.39609146,-0.016249178,4451.0,3322.0,90620416.0,Investidores em Geral,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.2,0.84,15/06/2023,31/05/2023,0.22,0.9,89.92,0.26,17.0,0.09,7622.0,339019174.35,23.86,Tijolo,Lajes Corporativas
142,HOSI11,BRL,FII HOUSI   CI,Fundo De Investimento Imobiliario Housi,0.19999695,0.29069322,2023-07-28T20:05:00.000Z,69.0,69.0,68.8 - 69.0,68.8,75.0,68.8,68.8,18.96,0.37889686,50.04 - 74.65,-5.6500015,-0.07568656,50.04,74.65,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,60.56625,8.43375,0.13924834,168.0,96.0,41324308.0,Investidores em Geral,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.36,0.69,07/06/2023,31/05/2023,0.5,0.96,93.09,0.63,571.0,,1693.0,53553566.21,52.51,Tijolo,Imóveis Residenciais
143,HPDP11,BRL,FII HEDGEPDPCI,Hedge Real Estate I Fundo De Investimento Imobliario,0.0,0.0,2023-07-28T19:53:18.000Z,82.98,82.98,81.98 - 82.98,81.98,31.0,82.98,82.98,19.980003,0.3171429,63.0 - 88.2,-5.2199936,-0.0591836,63.0,88.2,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,74.3579,8.622101,0.115954064,88.0,21.0,,Investidores em Geral,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.5,0.7,15/06/2023,31/05/2023,0.46,0.65,89.31,0.79,164.0,,392.0,259723213.63,71.0,Tijolo,Shoppings
144,HRDF11,BRL,FII HREALTY CI,Hedge Realty Development Fundo Investimento Imobiliario FII,0.01999998,0.41493738,2023-07-28T18:38:47.000Z,4.84,4.92,4.55 - 4.92,4.55,359.0,4.82,4.92,0.84000015,0.21000004,4.0 - 6.5,-1.6599998,-0.2553846,4.0,6.5,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,4.7354,0.10459995,0.022088936,604.0,883.0,,Investidor Qualificado,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,6.8,,01/10/2019,30/09/2019,0.57,,1.15,4.25,757.0,,1419.0,8608858.09,,Fundo Misto,Fundo de Desenvolvimento
145,HREC11,BRL,FII HEDGERECCI,Hedge Recebiveis Fundo De Investimento Imobiliario,-0.13999939,-0.16696408,2023-07-28T19:53:33.000Z,83.71,84.88,83.5 - 84.88,83.5,2226.0,83.85,84.09,0.20999908,0.002514959,83.5 - 84.88,-1.1699982,-0.013784145,83.5,84.88,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,,,,,,,Investidores em Geral,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.9,1.07,15/06/2023,31/05/2023,0.95,1.13,90.97,0.91,9.0,,1284.0,477477953.65,83.87,Papel,Papéis
146,HSAF11,BRL,FII HSI CRI CI,Hsi Ativos Financeiros Fundos Investimentos Imoliarios,0.41000366,0.46782708,2023-07-28T19:54:52.000Z,88.05,88.5,87.6 - 88.5,87.6,7721.0,87.64,87.94,12.7400055,0.16916752,75.31 - 92.79,-4.739998,-0.051083066,75.31,92.79,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,81.2604,6.789604,0.083553664,5037.0,5226.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1.1,1.3,07/06/2023,31/05/2023,0.97,1.14,91.43,0.91,23.0,0.19,9101.0,234220942.16,84.6,Papel,Papéis
147,HSLG11,BRL,FII HSI LOG CI,Hsi Logistica Fundo De Investimento Imobiliario,0.94000244,0.9888518,2023-07-28T20:05:00.000Z,96.0,96.9,95.11 - 96.9,95.11,10935.0,95.06,95.11,22.849998,0.31237182,73.15 - 98.99,-2.9899979,-0.03020505,73.15,98.99,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,86.30385,9.696152,0.11234901,10375.0,7317.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.73,0.84,15/06/2023,31/05/2023,0.7,0.81,104.3,0.9,49.0,1.04,28089.0,1317187344.81,86.9,Tijolo,Imóveis Industriais e Logísticos
148,HSML11,BRL,FII HSI MALLCI,Hsi Malls Fundo De Investimento Imobiliario,0.44000244,0.46798816,2023-07-28T20:05:00.000Z,94.46,94.46,93.75 - 94.46,93.75,26264.0,94.02,94.02,20.470001,0.27665904,73.99 - 94.96,-0.5,-0.005265375,73.99,94.96,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,83.7257,10.734299,0.12820794,32728.0,37123.0,1490635520.0,Investidores em Geral,SANTANDER SECURITIES SERVICES BRASIL DTVM S.A,0.74,0.84,07/06/2023,31/05/2023,0.7,0.79,95.74,0.95,84.0,1.26,155073.0,1500072740.58,87.99,Tijolo,Shoppings
149,HSRE11,BRL,FII HSIRENDACI,Hsi Renda Imobiliario - Fundo De Investimento Imobiliario,0.0,0.0,2023-07-28T18:02:00.000Z,102.56,102.56,102.56 - 102.56,102.56,92924.0,102.56,102.56,13.860001,0.15625706,88.7 - 104.24,-1.6800003,-0.016116656,88.7,104.24,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,101.88035,0.67964935,0.0066710543,16467.0,9301.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.63,,15/06/2023,31/05/2023,0.62,,96.31,1.04,33.0,,195.0,857023999.68,,Fundo Misto,Misto
150,HTMX11,BRL,FII HOTEL MXCI,FD Invest Imob Hotel Maxinvest,-0.48000336,-0.3779554,2023-07-28T20:05:00.000Z,126.52,128.4,126.5 - 128.4,126.5,3447.0,127.0,126.5,33.149994,0.35503903,93.37 - 133.9,-7.3799973,-0.05511574,93.37,133.9,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,112.11925,14.400749,0.12844136,4051.0,4375.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.74,1.51,07/06/2023,31/05/2023,0.9,0.79,138.94,0.84,15.0,,25528.0,208092129.54,114.75,Tijolo,Hotéis
151,HUCG11,BRL,FII UNIMED CCI,Fundo De Investimento Imobiliario Hospital Unimed Campina Grande,0.0,0.0,2023-07-28T14:24:37.000Z,88.99,88.99,88.97 - 88.99,88.97,30.0,88.99,88.97,24.970001,0.3900344,64.02 - 103.0,-14.010002,-0.13601944,64.02,103.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,79.9296,9.060394,0.113354675,27.0,12.0,99846776.0,Investidores em Geral,COINVALORES CCVM LTDA,0.2,0.26,15/06/2023,31/05/2023,0.52,0.66,102.16,0.74,63.0,,223.0,115173129.78,77.99,Tijolo,Hospitalar
152,HUSC11,BRL,FII H UNIMEDCI,Fundo Investimento Imobiliario Hospital Unimed Sul Capixaba,-1.9700012,-1.8325593,2023-07-28T19:43:35.000Z,105.53,107.5,103.5 - 107.5,103.5,54.0,107.5,107.5,14.909996,0.16453317,90.62 - 120.17,-14.639999,-0.12182741,90.62,120.17,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,103.56535,1.9646454,0.018970102,88.0,76.0,,Investidores em Geral,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.86,0.87,15/06/2023,31/05/2023,0.82,0.83,145.18,0.67,252.0,,768.0,119135115.56,98.98,Tijolo,Hospitalar
153,HUSI11,BRL,FII HUSI    CI,Husi Fundo De Investimento Imobiliario,0.0,0.0,2023-07-24T16:48:22.000Z,1136.8,1136.8,1136.8 - 1136.8,1136.8,0.0,1136.8,0.0,445.80005,0.64515203,691.0 - 1160.0,-23.199951,-0.019999959,691.0,1160.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,1062.1256,74.67444,0.0703066,18.0,18.0,,Investidores em Geral,PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,7.72,0.68,15/06/2023,31/05/2023,8.03,0.71,1110.81,1.04,73.0,,92.0,129279968.49,1137.61,Tijolo,Hospitalar
154,IAAG11,BRL,FIAGRO IAAG CI,Inter Amerra - Fiagro - Imobiliario,-0.069999695,-0.6896522,2023-07-28T19:54:55.000Z,10.08,10.09,10.0 - 10.09,10.0,6520.0,10.15,10.0,0.1800003,0.01818185,9.9 - 10.2,-0.119999886,-0.011764695,9.9,10.2,,,https://brapi.dev/favicon.svg,10.058888,0.021111488,0.0020987894,7522.0,4119.0,,,,,,,,,,,,,,,,,,
155,IAGR11,BRL,FIAGRO SFI  CI,Sfi Investimentos Do Agronegocio - Fiagro Imobiliario,-0.16000366,-0.15686634,2023-07-28T19:38:45.000Z,101.84,101.89,101.0 - 101.89,101.0,711.0,102.0,101.7,7.8399963,0.08340421,94.0 - 106.0,-4.1600037,-0.03924532,94.0,106.0,,,https://brapi.dev/favicon.svg,99.1255,2.7144928,0.027384404,345.0,468.0,,,,,,,,,,,,,,,,,,
156,IBCR11,BRL,FII BREI    CI  ER,Fundo De Investimento Imobiliario De Cri Integral Brei,1.2800064,1.6619143,2023-07-28T19:44:21.000Z,78.3,78.3,77.2 - 78.3,77.2,1276.0,77.02,77.2,10.800003,0.16000004,67.5 - 93.99,-15.689995,-0.1669326,67.5,93.99,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,79.95595,-1.6559448,-0.020710714,1421.0,2244.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.91,1.15,19/06/2023,12/06/2023,0.98,1.25,93.18,0.82,3.0,0.06,4070.0,91952060.77,78.83,Fundo Misto,Indefinido
157,IDFI11,BRL,FII UNIDADESCI,Fundo De Investimento Imobiliario De Unidades Autonomas,0.48000336,1.2464383,2023-07-28T20:00:00.000Z,38.99,38.99,38.44 - 38.99,38.44,617.0,38.51,38.46,3.290001,0.09215689,35.7 - 78.01,-39.02,-0.5001923,35.7,78.01,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,51.50005,-12.510048,-0.24291332,3025.0,274.0,,Investidor Profissional,ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,4.29,9.43,07/06/2023,31/05/2023,1.76,3.86,45.57,0.92,427.0,,301.0,85480417.96,45.5,Fundo Misto,Indefinido
158,IDGR11,BRL,FII UNID II CI,Fundo De Investimento Imobiliario De Unidades Autonomas II,-1.3999996,-6.1135354,2023-07-28T20:05:00.000Z,21.5,23.0,21.0 - 23.0,21.0,3.0,22.9,21.0,0.5,0.023809524,21.0 - 99.76,-78.26,-0.7844828,21.0,99.76,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,70.46395,-48.96395,-0.6948795,713.0,4484.0,18992218.0,,,,,,,,,,,,,,,,,
159,IRDM11,BRL,FII IRIDIUM CI  ER,Fundo Investimento Imobiliario Iridium Recebiveis Imobiliarios,0.27999878,0.32710138,2023-07-28T20:05:00.000Z,85.88,86.5,85.6 - 86.5,85.6,49371.0,85.6,85.6,10.799995,0.1438465,75.08 - 103.77,-17.89,-0.1724005,75.08,103.77,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,88.99915,-3.119156,-0.03504703,60315.0,53814.0,2845788416.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.87,0.99,19/06/2023,12/06/2023,0.97,1.11,89.31,0.97,215.0,2.81,286133.0,3290832592.93,87.91,Papel,Papéis
160,IRIM11,BRL,FII IRIM    CI  ER,Iridium Fundo De Investimento Imobiliario,-0.5200043,-0.5479497,2023-07-28T19:54:21.000Z,94.38,94.82,93.26 - 94.82,93.26,565.0,94.9,94.5,11.889999,0.14413868,82.49 - 109.0,-14.620003,-0.13412847,82.49,109.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,92.09355,2.2864456,0.024827424,1093.0,739.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.04,1.18,19/06/2023,12/06/2023,1.08,1.21,94.66,0.97,11.0,,2880.0,184773191.39,88.82,Fundo Misto,Indefinido
161,ITIP11,BRL,FII INTER IPCI,Ifi D Inter Fundo De Investimento Imobiliario,0.0,0.0,2023-07-28T20:05:00.000Z,77.44,77.44,76.5 - 77.44,76.5,527.0,77.44,76.5,7.4400024,0.10628575,70.0 - 83.74,-6.2999954,-0.07523281,70.0,83.74,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,76.6524,0.7876053,0.010275025,1197.0,616.0,,Investidores em Geral,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,0.83,1.14,15/06/2023,31/05/2023,0.86,1.18,73.88,0.94,3.0,,2464.0,58201009.55,72.81,Papel,Papéis
162,ITIT11,BRL,FII INTER ITCI,Ifi E Inter Fundo De Investimento Imobiliario,0.009994507,0.012899467,2023-07-28T20:00:00.000Z,77.49,77.5,76.7 - 77.5,76.7,954.0,77.48,77.49,8.089996,0.11657055,69.4 - 84.0,-6.510002,-0.07750002,69.4,84.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,75.9429,1.5470963,0.020371836,1365.0,1208.0,69779280.0,Investidores em Geral,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,0.57,0.78,15/06/2023,31/05/2023,0.58,0.79,78.76,0.91,1.0,,8427.0,73551036.84,73.52,Papel,Fundo de Fundos
163,JASC11,BRL,FII JASC RENCI,Jasc Renda Varejo Essencial Fundo De Investimento Imobiliario - FII,0.55000305,0.5530448,2023-07-28T20:00:00.000Z,100.0,100.0,100.0 - 100.0,100.0,123000.0,99.45,100.0,0.34617615,0.0034737869,99.653824 - 101.0,-1.0,-0.00990099,99.653824,101.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,100.18166,-0.18166351,-0.0018133409,2400.0,12300.0,182028992.0,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.55,,15/06/2023,07/06/2023,0.38,,103.81,0.97,1.0,,74.0,279344833.0,,Tijolo,Imóveis Comerciais - Outros
164,JBFO11,BRL,FII JBFO FOFCI  ER,Jbfo Fof Fundo De Investimento Imobiliario,0.55000305,0.6013591,2022-11-08T19:40:59.000Z,92.01,92.01,92.01 - 92.01,92.01,0.0,91.46,0.0,0.0,0.0,92.01 - 92.01,0.0,0.0,92.01,92.01,,,https://brapi.dev/favicon.svg,,,,,,,Investidores em Geral,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.48,,15/06/2023,31/05/2023,0.57,,79.18,1.07,2.0,,363.0,109647498.48,,Fundo Misto,Indefinido
165,JCCJ11,BRL,,FOF JHSF Capital   Fundo De Investimento Imobiliario,2.0,1.904762,2023-07-28T19:46:24.000Z,107.0,107.0,107.0 - 107.0,107.0,350.0,105.0,107.0,2.0,0.01904762,105.0 - 107.0,0.0,0.0,105.0,107.0,,,https://brapi.dev/favicon.svg,105.666664,1.3333359,0.012618321,212.0,212.0,,,,,,,,,,,,,,,,,,
166,JFLL11,BRL,FII JFL LIV CI,JFL Living Fundo De Investimento Imobiliario,0.5,0.6849315,2023-07-28T19:17:32.000Z,73.5,73.5,73.0 - 73.5,73.0,1513.0,73.0,73.06,18.0,0.3243243,55.5 - 80.81,-7.3099976,-0.09045907,55.5,80.81,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,65.23835,8.26165,0.12663794,944.0,1012.0,,Investidores em Geral,PLURAL S.A. BANCO MÚLTIPLO,0.62,0.9,15/06/2023,31/05/2023,0.63,0.91,101.09,0.7,5.0,,3975.0,151597272.65,68.72,Tijolo,Imóveis Residenciais
167,JGPX11,BRL,FIAGRO JGP  CI,Fundo De Investimento Nas Cadeias Produtivas Agroindustriais Jgp Credito Fiagro Imobiliario,-0.7200012,-0.7184207,2023-07-28T20:00:00.000Z,99.5,100.67,98.01 - 100.67,98.01,2174.0,100.22,100.19,6.470001,0.069547474,93.03 - 103.0,-3.5,-0.033980582,93.03,103.0,,,https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg,96.8004,2.6996002,0.027888317,2320.0,2194.0,,Investidores em Geral,BANCO DAYCOVAL S.A.,1.35,1.39,14/06/2023,31/05/2023,1.21,1.24,96.43,0.99,3.0,,3829.0,81795836.16,97.1,Fiagro,Fiagro
168,JPPA11,BRL,FII JPPA CRICI,JPP Capital Recebíveis Imobiliários Fundo de Investimento Imobiliário,-0.12999725,-0.13038842,2023-07-28T19:50:37.000Z,99.57,99.78,99.5 - 99.78,99.5,4257.0,99.7,99.7,10.57,0.11876404,89.0 - 113.99,-14.419998,-0.1265023,89.0,113.99,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,100.4487,-0.87870026,-0.008747752,4066.0,2901.0,,Investidores em Geral,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,1.35,1.36,15/06/2023,31/05/2023,1.52,1.54,98.64,0.98,7.0,0.08,8432.0,89386541.08,98.99,Papel,Papéis
169,JPPC11,BRL,FII JPP CAPICI,JPP Capital Fundo Invest Imobiliario FII,0.0,0.0,2023-07-10T14:53:13.000Z,192.0,192.0,192.0 - 192.0,192.0,0.0,192.0,0.0,82.0,0.74545455,110.0 - 200.0,-8.0,-0.04,110.0,200.0,,,https://brapi.dev/favicon.svg,151.2983,40.701706,0.2690163,8.0,0.0,,Investidores em Geral,BANCO FINAXIS S.A.,0.17,,14/07/2022,30/06/2022,0.6,,367.13,0.44,12.0,,89.0,19930547.65,,Fundo Misto,Fundo de Desenvolvimento
170,JRDM11,BRL,FII SHOPJSULCI,Fundo de Investimento Imobiliário - FII Shopping Jardim Sul,0.0,0.0,2023-07-03T19:34:28.000Z,85.9,0.0,0.0 - 0.0,0.0,0.0,85.9,0.0,85.9,,0.0 - 90.0,-4.0999985,-0.04555554,0.0,90.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,81.6865,4.213501,0.05158136,740.0,1716.0,190960864.0,Investidores em Geral,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.53,0.63,15/06/2023,31/05/2023,0.64,0.76,88.69,0.94,388.0,,4081.0,224154220.92,84.0,Tijolo,Shoppings
171,JSAF11,BRL,FII JS A FINCI,Js Ativos Financeiros Fundo De Investimento Imobiliario,-0.20000458,-0.20450366,2023-07-28T20:05:00.000Z,97.6,98.15,97.02 - 98.15,97.02,5284.0,97.8,97.59,22.099998,0.29271522,75.5 - 99.91,-2.3100052,-0.02312086,75.5,99.91,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,85.31415,12.285851,0.14400719,7249.0,7158.0,,Investidores em Geral,BANCO J. SAFRA S.A.,0.93,1.07,15/06/2023,31/05/2023,0.93,1.07,92.02,0.94,22.0,0.12,4720.0,151745185.36,87.0,Fundo Misto,Indefinido
172,JSRE11,BRL,FII JS REAL CI,JS Real Estate multigestão - FII fund,0.45999908,0.57499886,2023-07-28T20:05:00.000Z,80.46,80.98,79.9 - 80.98,79.9,37388.0,80.0,80.0,20.239998,0.3361009,60.22 - 89.96,-9.5,-0.10560249,60.22,89.96,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,71.03225,9.42775,0.13272493,36435.0,32623.0,1670936960.0,Investidores em Geral,BANCO J. SAFRA S.A.,0.46,0.62,15/06/2023,31/05/2023,0.48,0.64,112.63,0.68,142.0,1.45,95337.0,2340991713.99,74.71,Fundo Misto,Misto
173,KCRE11,BRL,FII KINEA CRCI,Kinea Creditas Fundo De Investimento Imobiliario - FII,0.049995422,0.051083498,2023-07-28T20:05:00.000Z,97.92,98.0,97.83 - 98.0,97.83,2674.0,97.87,97.88,13.43,0.15895373,84.49 - 99.78,-1.8600006,-0.018641017,84.49,99.78,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,92.2091,5.7108994,0.06193423,4962.0,3574.0,352512000.0,Investidores em Geral,INTRAG DTVM LTDA.,1.47,1.53,14/06/2023,31/05/2023,0.96,0.99,100.33,0.97,12.0,0.31,7468.0,368503488.53,96.25,Fundo Misto,Indefinido
174,KEVE11,BRL,FII EVEN II CI,Even II Kinea Fundo De Investimento Imobiliario,0.0,0.0,2023-07-24T19:53:13.000Z,1030.0,1030.0,1030.0 - 1030.0,1030.0,0.0,1030.0,0.0,75.98999,0.07965324,954.01 - 1089.99,-59.98999,-0.055037193,954.01,1089.99,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,1011.6977,18.302307,0.018090688,96.0,103.0,,Investidor Qualificado,INTRAG DTVM LTDA.,33.85,3.38,15/06/2023,31/05/2023,10.72,1.07,948.29,1.11,519.0,,465.0,136240412.71,1001.01,Fundo Misto,Fundo de Desenvolvimento
