,Fundo,CNPJ,Quantidade,Valor (R$),Tipo,Data Referência,Dono
21,GTIS BRAZIL LOGISTICS FUNDO DE INVESTIMENTO IMOBILIARIO,36.200.677/0001-10,"964.003,00",96400300.0,FII,31/12/2022,CPTS11
22,GENIAL RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.501.210/0001-00,"476.812,00",47681200.0,FII,31/12/2022,CPTS11
23,FUNDO DE INVESTIMENTO IMOBILIÁRIO HBC RENDA URBANA,36.501.159/0001-37,"91.178,00",10485470.0,FII,31/12/2022,CPTS11
24,FII MULTI RENDA URBANA,30.871.698/0001-81,"867.630,00",74607503.7,FII,31/12/2022,CPTS11
25,FII HECTARE RECEBÍVEIS HIGH GRADE,34.508.959/0001-54,"39,00",3341.91,FII,31/12/2022,CPTS11
26,FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI,34.081.631/0001-02,"28.536,00",1656229.44,FII,31/12/2022,CPTS11
27,HEDGE RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOB,35.507.262/0001-21,"190.467,00",15523060.5,FII,31/12/2022,CPTS11
28,HSI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,32.903.621/0001-71,"3.048,00",270967.2,FII,31/12/2022,CPTS11
29,HSI RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,08.098.114/0001-28,"844.776,00",86589540.0,FII,31/12/2022,CPTS11
30,FUNDO DE INVESTIMENTO IMOBILIARIO DE UNIDADES AUTONOMAS,32.774.914/0001-04,"328.845,00",18349551.0,FII,31/12/2022,CPTS11
31,JPP CAPITAL RECEBIVEIS IMOBILIARIOS - FII,30.982.880/0001-00,"48.577,00",5139932.37,FII,31/12/2022,CPTS11
32,FII LEGATUS SHOPPINGS,30.248.158/0001-46,"122.894,00",12350847.0,FII,31/12/2022,CPTS11
33,MAX RETAIL FII,11.274.415/0001-70,"20.454,00",1422575.7,FII,31/12/2022,CPTS11
34,SUNO LOG FUNDO DE INVESTIMENTO IMOBILIARIO,40.041.711/0001-29,"11.300,00",451096.0,FII,31/12/2022,CPTS11
35,NAVI TOTAL RE FII,35.652.252/0001-80,"14.274,00",1070550.0,FII,31/12/2022,CPTS11
36,NEWPORT LOGISTICA FII,32.527.626/0001-47,"502.306,00",48974835.0,FII,31/12/2022,CPTS11
37,NEWPORT RENDA URBANA FII,14.793.782/0001-78,"3.643,00",149363.0,FII,31/12/2022,CPTS11
38,FUNDO DE INVEST IMOB - OURINVEST LOGÍSTICA,13.974.819/0001-00,"5.682,00",246030.6,FII,31/12/2022,CPTS11
39,PATRIA EDIFICIOS CORPORATIVOS FII,30.048.651/0001-12,"261.804,00",17802672.0,FII,31/12/2022,CPTS11
40,PLURAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.501.198/0001-34,"20.688,00",1520568.0,FII,31/12/2022,CPTS11
41,PANORAMA DESENVOLVIMENTO LOGÍSTICO - FII,37.899.400/0001-90,"2.252,00",2344534.68,FII,31/12/2022,CPTS11
42,PANORAMA PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO,26.813.118/0001-22,"239.390,00",23939000.0,FII,31/12/2022,CPTS11
43,PDPSC FII,10.869.155/0001-12,"33,00",71115.0,FII,31/12/2022,CPTS11
44,QUASAR AGRO FII,32.754.734/0001-52,"590.763,00",25432347.15,FII,31/12/2022,CPTS11
45,RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FII,30.647.758/0001-87,"10.853,00",933900.65,FII,31/12/2022,CPTS11
46,FUNDO DE INVESTIMENTO IMOBILIARIO RBR PROPERTIES,21.408.063/0001-51,"59.023,00",3009582.77,FII,31/12/2022,CPTS11
47,RIO BRAVO RENDA RESIDENCIAL FII,36.517.660/0001-91,"14.728,00",795459.28,FII,31/12/2022,CPTS11
48,RIO BRAVO CREDITO IMOBILIARIO II FI IMOBILIARIO,15.769.670/0001-44,"59.938,00",632945.28,FII,31/12/2022,CPTS11
49,FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,03.683.056/0001-86,"6.306,00",801492.6,FII,31/12/2022,CPTS11
50,REAG MULTI ATIVOS IMOBILIÁRIOS - FII,17.374.696/0001-19,"2.887,00",173191.13,FII,31/12/2022,CPTS11
51,BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,15.394.563/0001-89,"1.364,00",214161.64,FII,31/12/2022,CPTS11
52,SEQUÓIA III RENDA IMOBILIÁRIA FII,09.517.273/0001-82,"12.454,00",774763.34,FII,31/12/2022,CPTS11
53,TELLUS PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,26.681.370/0001-25,"4.757,00",318766.57,FII,31/12/2022,CPTS11
54,TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,28.548.288/0001-52,"752.889,00",79166278.35,FII,31/12/2022,CPTS11
55,TISHMAN SPEYER RENDA CORPORATIVA FUNDO DE INV IMOBILIÁRIO,34.847.042/0001-84,"60.200,00",6320398.0,FII,31/12/2022,CPTS11
56,VINCI INSTRUMENTOS FINANCEIROS FII,31.547.855/0001-60,"150.420,00",1051435.8,FII,31/12/2022,CPTS11
57,VINCI IMOVEIS URBANOS FUNDO DE INVESTIMENTO IMOBILIARIO,36.445.587/0001-90,"548.344,00",4342884.48,FII,31/12/2022,CPTS11
58,VOTORANTIM SECURITIES MASTER FUNDO DE INVESTIMENTO,17.870.926/0001-30,"25.059,00",2077391.1,FII,31/12/2022,CPTS11
59,V2 EDIFICIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIARIO,15.006.267/0001-63,"1.371.824,00",12607062.56,FII,31/12/2022,CPTS11
60,GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,30.982.974/0001-89,"19.308,00",18535680.0,FII,31/12/2022,CPTS11
61,XP HOTEIS - FII HIBRIDO GESTÃO ATIVA - HOTEL,18.308.516/0001-63,"11.396,00",1276352.0,FII,31/12/2022,CPTS11
62,XP INDUSTRIAL FII,28.516.325/0001-40,"186.696,00",13781898.72,FII,31/12/2022,CPTS11
63,XP MALLS FII,28.757.546/0001-00,"68.041,00",6510162.88,FII,31/12/2022,CPTS11
64,XP PROP. FUNDO DE INVESTIMENTO IMOBILIAR,30.654.849/0001-40,"45.372,00",1463700.72,FII,31/12/2022,CPTS11
65,Multi Shoppings FII,22.459.737/0001-00,"45.147,00",2061755.0,FII,31/12/2022,CPTS11
66,FII XP IDEA!ZARVOS,37.262.531/0001-62,"4.963,76",4621071.98,FII,31/12/2022,CPTS11
67,FII SUCCESPAR VAREJO,27.538.422/0001-71,"392.046,00",45570666.77,FII,31/12/2022,CPTS11
68,FII XP EXETER DESENVOLVIMENTO LOGÍSTICO,35.755.044/0001-06,"12.845,29",8447650.1,FII,31/12/2022,CPTS11
69,FII MULTI RENDA URBA,30.871.698/0001-81,"10.493,00",1188708.41,FII,31/12/2022,CPTS11
70,FII XP EXETER II,42.463.823/0001-01,"1.076,87",1048244.53,FII,31/12/2022,CPTS11
71,MALLS BRASIL PLURAL Fundo Investimento Imobiliario,26.499.833/0001-32,"61.296,00",6611290.63,FII,31/12/2022,CPTS11
72,BTG PACTUAL YIELD DI FI RF REF CP,00.840.011/0001-80,"105.038,90",3897741.64,Outros,31/12/2022,CPTS11
0,FII GUARD MU - GAME11	,41.269.052/0001-45,"1.066.336,00",9565033.92,FII,30/12/2022,CVBI11
1,FII HEDGEREC - HREC11,35.507.262/0001-21,"125.138,00",10198747.0,FII,30/12/2022,CVBI11
2,FII MAUA FOF - MCHF11	,36.642.139/0001-86,"798.143,00",7334934.17,FII,30/12/2022,CVBI11
3,FII MAUA HY - MCHY11,36.655.973/0001-06,"255.342,00",28598304.0,FII,30/12/2022,CVBI11
4,FII VBI RENDA,41.978.140/0001-16,"904.124,00",95934241.76,FII,30/12/2022,CVBI11
5,FII VALORA CRI INFRA,46.322.850/0001-07,"197.011,00",20005869.91,FII,30/12/2022,CVBI11
6,FICFI ITAU TOP RENDA FIXA REFERENCIADO DI,05.902.521/0001-58,"4.492.736,97",26074184.98,Outros,30/12/2022,CVBI11
0,FII GUARD MU - GAME11	,41.269.052/0001-45,"992.195,00",8175686.8,FII,31/03/2023,CVBI11
1,FII HEDGEREC - HREC11,35.507.262/0001-21,"125.138,00",9635626.0,FII,31/03/2023,CVBI11
2,FII MAUA FOF - MCHF11	,36.642.139/0001-86,"798.143,00",7039621.26,FII,31/03/2023,CVBI11
3,FII MAUA HY - MCHY11,36.655.973/0001-06,"255.342,00",27635664.66,FII,31/03/2023,CVBI11
4,FII VBI RENDA,41.978.140/0001-16,"955.766,00",102434328.69,FII,31/03/2023,CVBI11
5,FII VALORA CRI INFRA,46.322.850/0001-07,"197.011,00",20301726.45,FII,31/03/2023,CVBI11
6,FICFI ITAU TOP RENDA FIXA REFERENCIADO DI,05.902.521/0001-58,"5.366.800,81",31743705.15,Outros,31/03/2023,CVBI11
0,FII GUARD MU - GAME11	,41.269.052/0001-45,"1.066.336,00",9565033.92,FII,30/12/2022,CVBI11
1,FII HEDGEREC - HREC11,35.507.262/0001-21,"125.138,00",10198747.0,FII,30/12/2022,CVBI11
2,FII MAUA FOF - MCHF11	,36.642.139/0001-86,"798.143,00",7334934.17,FII,30/12/2022,CVBI11
3,FII MAUA HY - MCHY11,36.655.973/0001-06,"255.342,00",28598304.0,FII,30/12/2022,CVBI11
4,FII VBI RENDA,41.978.140/0001-16,"904.124,00",95934241.76,FII,30/12/2022,CVBI11
5,FII VALORA CRI INFRA,46.322.850/0001-07,"197.011,00",20005869.91,FII,30/12/2022,CVBI11
6,FICFI ITAU TOP RENDA FIXA REFERENCIADO DI,05.902.521/0001-58,"4.492.736,97",26074184.98,Outros,30/12/2022,CVBI11
0,GAME11 - FII GUARD MU,41.269.052/0001-45,"1.109.013,00",10624344.54,FII,30/09/2022,CVBI11
1,HREC11 - FII HEDGEREC,35.507.262/0001-21,"125.138,00",11759217.86,FII,30/09/2022,CVBI11
2,MCHF11 - FII MAUA FOF,36.642.139/0001-86,"798.143,00",7334934.17,FII,30/09/2022,CVBI11
3,MCHY11 - FII MAUA HY,36.655.973/0001-06,"255.342,00",26404916.22,FII,30/09/2022,CVBI11
4,VBI RENDA PREFERENCIAL FII,41.978.140/0001-16,"608.800,00",64168015.98,FII,30/09/2022,CVBI11
5,VALORA CRI INFRA FII,59.281.253/0001-23,"197.011,00",20144686.62,FII,30/09/2022,CVBI11
6,FICFI ITAU TOP RENDA FIXA REFERENCIADO DI,05.902.521/0001-58,"13.014.461,48",72966701.16,Outros,30/09/2022,CVBI11
0,CTPS11 - CAPITANIA SECURITIES II FDO INV IMOB - FII,18.979.895/0001-13,"10.918,00",828348.66,FII,31/03/2023,CYCR11
1,KNCR11 - KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB - FII,16.706.958/0001-32,"39.762,00",3895085.52,FII,31/03/2023,CYCR11
2,OUPJ11 - OURINVEST JPP FDO INV IMOB - FII,26.091.656/0001-50,"10.475,00",975117.75,FII,31/03/2023,CYCR11
3,VGIR11 - VALORA RE III FDO INV IMOB - FII,29.852.732/0001-91,"499.803,00",4648167.9,FII,31/03/2023,CYCR11
4,XPCI11 - XP CREDITO IMOBILIÁRIO - FDO INV IMOB,28.516.301/0001-91,"10.643,00",880176.1,FII,31/03/2023,CYCR11
0,CAPITANIA SECURITIES II FDO INV IMOB - FII,18.979.895/0001-13,"10.918,00",991791.12,FII,30/06/2022,CYCR11
1,KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB - FII,16.706.958/0001-32,"22,00",2243.12,FII,30/06/2022,CYCR11
2,OURINVEST JPP FDO INV IMOB - FII,26.091.656/0001-50,"5.165,00",498835.7,FII,30/06/2022,CYCR11
3,VALORA RE III FDO INV IMOB - FII,29.852.732/0001-91,"2.147,00",210406.0,FII,30/06/2022,CYCR11
4,XP CREDITO IMOBILIÁRIO - FDO INV IMOB,28.516.301/0001-91,"10.643,00",1006082.79,FII,30/06/2022,CYCR11
5,ITAÚ SOBERANO RENDA FIXA SIMPLES FI EM FIC,06.175.696/0001-73,"1.545.404,04",82820969.75,Outros,30/06/2022,CYCR11
0,R CAP 1810 FUNDO DE FUNDOS - XBXO14 ,36.814.809/0001-02,"280.000,00",28000000.0,FII,31/12/2022,DEVA11
1,LESTE RIVA EQUITY PREFERENCIAL I FII - LSPA11,31.847.293/0001-70,"90.000,00",9659700.0,FII,31/12/2022,DEVA11
2,FII IC LOTEAMENTOS,38.498.758/0001-74,"100.000,00",10090172.29,FII,31/12/2022,DEVA11
3,DEVANT ASSET INVESTIMENTOS LTDA - DVFF11,28.363.263/0001-84,"631.361,00",46089353.0,FII,31/12/2022,DEVA11
0,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,06.175.696/0001-73,"166.352,03",9508013.55,Outros,30/12/2022,GALG11
0,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,06.175.696/0001-73,"166.352,03",9508013.55,Outros,30/12/2022,GALG11
0,SANTANDER RF REF DI TIT PUBL PREMIUM I,03.069.104/0001-40,"16.861,23",575950.98,Outros,31/03/2023,GGRC11
1,BRADESCO FI REF DI FEDERAL EXTRA,03.256.793/0001-00,"49.432,53",719771.49,Outros,31/03/2023,GGRC11
2,ITAU SOB REF SIMPLES LP FI,06.175.696/0001-73,"463.251,57",27311341.98,Outros,31/03/2023,GGRC11
0,SANTANDER FIC FI SOBERANO RF,09.577.447/0001-00,"16.861,23",561984.15,Outros,30/12/2022,GGRC11
1,ITAU TOP RF REFERENCIADODI FICFI,05.902.521/0001-58,"154.280,10",896286.98,Outros,30/12/2022,GGRC11
2,ITAÚ CORP PLUS RENDA FIXA REF DI,00.829.292/0001-70,"51,44",1800726.58,Outros,30/12/2022,GGRC11
3,ITAÚ CORP PLUS RENDA FIXA FICFI REF DI,01.599.628/0001-18,"4.131,84",15637553.07,Outros,30/12/2022,GGRC11
0,Itaú Soberano RF,06..17.5.6/96/0-00,"207.062,94",12200025.55,Outros,31/03/2023,GTWR11
1,BV Soberano RF,09..23.8.4/87/0-00,"6,42",23.51,Outros,31/03/2023,GTWR11
0,RIZA ARCTIUM REAL ESTATE - ARCT11,28.267.696/0001-36,"23.553,00",2077139.07,FII,31/12/2022,HABT11
1,CVPAR FUNDO DE INVESTIMENTO IMOBILIÁRIO DE CRI - CVPR14,38.294.329/0001-85,"30.000,00",3000000.0,FII,31/12/2022,HABT11
2,CSHG RECEBIVEIS IMOBILIARIOS FII - HGCR11,11.160.521/0001-22,"2.180,00",222687.0,FII,31/12/2022,HABT11
3,HEDGE RECEBIVEIS IMOBILIARIOS FII - HREC11,35.507.262/0001-21,"30.033,00",2447689.5,FII,31/12/2022,HABT11
4,KINEA INDICES DE PREÇOS - KNIP11,24.960.430/0001-13,"10.000,00",919500.0,FII,31/12/2022,HABT11
5,MAXI RENDA FII - FII-MXRF11,97.521.225/0001-25,"100.000,00",1009000.0,FII,31/12/2022,HABT11
6,FII RBR RENDIMENTO HIGH GRADE - RBRR11,29.467.977/0001-03,"2.188,00",184273.36,FII,31/12/2022,HABT11
7,FII RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO - RBRY11,30.166.700/0001-11,"103.110,00",10142930.7,FII,31/12/2022,HABT11
8,SUNO RECEBÍVEIS IMOBILIÁRIOS - SNCI11,41.076.710/0001-82,"34.526,00",3399429.96,FII,31/12/2022,HABT11
9,VALORA HEDGE - VGHF11 ,36.771.692/0001-46,"626.300,00",5887220.0,FII,31/12/2022,HABT11
10,VALORA CRI ÍNDICE DE PREÇOS FDO INVEST. - VGPI11,34.197.811/0001-46,"50.694,00",4355121.54,FII,31/12/2022,HABT11
11,VALORA RE III FII - VGIR11,29.852.732/0001-91,"114,00",1122.9,FII,31/12/2022,HABT11
12,NAVI IMOBILIÁRIO TOTAL RETURN FII,35.652.252/0001-80,"500.000,00",5000000.0,FII,31/12/2022,HABT11
13,Bradesco Empresas FIC Referenciado DI ,05.629.904/0001-02,"7.502.940,19",49574040.99,Outros,31/12/2022,HABT11
0,HECTARE RECEBÍVEIS HIGH GRADE FII - HCHG11,34.508.959/0001-54,"971.783,00",83272085.27,FII,31/12/2022,HCTR11
1,FII HECTARE STUDENT HOUSING - HCST11 ,31.152.015/0001-07,"449.038,00",27395808.38,FII,31/12/2022,HCTR11
2,FII IC LOTEAMENTOS,38.498.758/0001-74,"200.000,00",20180344.59,FII,31/12/2022,HCTR11
3,R CAP 1810 FOF FII - XBXO11 ,36..81.4.8/09/0-00,"2.310.000,00",231000000.0,FII,31/12/2022,HCTR11
4,HEDGE RECEBÍVEIS FUNDO DE INVESTIMENTO -HREC11,35.507.262/0001-21,"199.368,00",16248492.0,FII,31/12/2022,HCTR11
5,FII SERRA VERDE,38..08.2.7/96/0-00,"19.015.374,00",181685943.91,FII,31/12/2022,HCTR11
6,Bradesco Empresas FIC Referenciado DI,05.629.904/0001-02,"3.080.302,17",20354098.26,Outros,31/12/2022,HCTR11
0,FII BARIGUI RENDIMENTOS IMOB I,29.267.567/0001-00,"147.341,00",11715082.91,FII,31/03/2023,HGCR11
1,BB PROGRESSIVO II - FII,14.410.722/0001-29,"91.168,00",7723752.96,FII,31/03/2023,HGCR11
2,Canvas Cri - Fundo de Investimento Imobilia,40.011.268/0001-43,"150.000,00",11626500.0,FII,31/03/2023,HGCR11
3,CAPITÂNIA SECURITIES II FII,18.979.895/0001-13,"82.393,00",6251156.91,FII,31/03/2023,HGCR11
4,FII GUARDIAN MULTIESTRATÉGIA IMOBILIÁRIA,41.269.052/0001-45,"1.985.324,00",16359069.76,FII,31/03/2023,HGCR11
5,HSI Malls FII,32.892.018/0001-31,"41.375,00",3295518.75,FII,31/03/2023,HGCR11
6,JFL LIVING FII,36.501.181/0001-87,"100.000,00",5869000.0,FII,31/03/2023,HGCR11
7,Kinea High Yield CRI -FII,30.130.708/0001-28,"30.705,00",3027513.0,FII,31/03/2023,HGCR11
8,KINEA INDICES PRECOS FUNDO INVESTIMENTO,24.960.430/0001-13,"149.812,00",13757235.96,FII,31/03/2023,HGCR11
9,URCA PRIME RENDA FII,34.508.872/0001-87,"97.760,00",9169888.0,FII,31/03/2023,HGCR11
10,FATOR VERITA - FII FATOR VR,11.664.201/0001-00,"59.064,00",5047609.44,FII,31/03/2023,HGCR11
11,WHG REAL ESTATE FI IMOBILIÁRIO FII,41.256.643/0001-88,"95.877,00",814954.5,FII,31/03/2023,HGCR11
12,SUCCESPAR VAREJO FII,27.538.422/0001-71,"1.042.262,00",121227324.02,FII,31/03/2023,HGCR11
0,SUCCESPAR VAREJO FII,27.538.422/0001-71,"1.042.262,00",121150513.68,FII,31/12/2022,HGCR11
1,FII BARIGUI RENDIMENTOS IMOB I,29.267.567/0001-00,"147.341,00",12907071.6,FII,31/12/2022,HGCR11
2,BB PROGRESSIVO II - FII,14.410.722/0001-29,"91.168,00",7794864.0,FII,31/12/2022,HGCR11
3,Canvas Cri - Fundo de Investimento Imobilia,40.011.268/0001-43,"150.000,00",12601500.0,FII,31/12/2022,HGCR11
4,CAPITÂNIA SECURITIES II FII,18.979.895/0001-13,"82.393,00",6763641.37,FII,31/12/2022,HGCR11
5,FII GUARDIAN MULTIESTRATÉGIA IMOBILIÁRIA,41.269.052/0001-45,"1.985.324,00",17808356.28,FII,31/12/2022,HGCR11
6,HSI Malls FII,32.892.018/0001-31,"41.375,00",3386130.0,FII,31/12/2022,HGCR11
7,JFL LIVING FII,36.501.181/0001-87,"100.000,00",6572000.0,FII,31/12/2022,HGCR11
8,Kinea High Yield CRI -FII,30.130.708/0001-28,"61.214,00",5987341.34,FII,31/12/2022,HGCR11
9,KINEA INDICES PRECOS FUNDO INVESTIMENTO,24.960.430/0001-13,"149.812,00",13775213.4,FII,31/12/2022,HGCR11
10,URCA PRIME RENDA FII,34.508.872/0001-87,"97.760,00",9883536.0,FII,31/12/2022,HGCR11
11,FATOR VERITA - FII FATOR VR,11.664.201/0001-00,"59.064,00",5249608.32,FII,31/12/2022,HGCR11
12,WHG REAL ESTATE FI IMOBILIÁRIO FII,41.256.643/0001-88,"95.877,00",946678.12,FII,31/12/2022,HGCR11
0,ASA METROPOLIS FII,38.293.921/0001-62,"62.449,00",3746940.0,FII,31/03/2023,HGFF11
1,BB PROGRESSIVO II - FII,14.410.722/0001-29,"37.318,00",3161580.96,FII,31/03/2023,HGFF11
2,BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FII,20.216.935/0001-17,"39.782,00",3208418.3,FII,31/03/2023,HGFF11
3,Bresco Logistica Fundo de Investimento Imo,20.748.515/0001-81,"121.555,00",11332572.65,FII,31/03/2023,HGFF11
4,Fundo Invest Imobiliario FII Btg Pactual ,08.924.783/0001-01,"168.975,00",8918500.5,FII,31/03/2023,HGFF11
5,Canvas Cri - Fundo de Investimento Imobilia,40.011.268/0001-43,"30.000,00",2325300.0,FII,31/03/2023,HGFF11
6,CAPITÂNIA SECURITIES II FII,18.979.895/0001-13,"88.407,00",6707439.09,FII,31/03/2023,HGFF11
7,FII CAMPUS FARIA LIMA,11.602.654/0001-01,"2.978,00",311081.88,FII,31/03/2023,HGFF11
8,GTIS BRAZIL LOGISTICS FUNDO DE INVESTIME,36.200.677/0001-10,"28.975,00",2752914.75,FII,31/03/2023,HGFF11
9,FII GREEN TOWERS,23.740.527/0001-58,"97.450,00",7265872.0,FII,31/03/2023,HGFF11
10,CSHG Brasil Shopping FII,08.431.747/0001-06,"52.449,00",9566697.6,FII,31/03/2023,HGFF11
11,CSHG Recebiveis Imobiliarios FII,11.160.521/0001-22,"113.389,00",11677933.11,FII,31/03/2023,HGFF11
12,CSHG Logística - FII,11.728.688/0001-47,"52.282,00",8389692.54,FII,31/03/2023,HGFF11
13,CSHG Real Estate - FII,09.072.017/0001-29,"95.184,00",10622534.4,FII,31/03/2023,HGFF11
14,CSHG Renda Urbana - FII,29.641.226/0001-53,"122.410,00",14104080.2,FII,31/03/2023,HGFF11
15,HSI Malls FII,32.892.018/0001-31,"23.389,00",1862933.85,FII,31/03/2023,HGFF11
16,JFL LIVING FII,36.501.181/0001-87,"50.000,00",2934500.0,FII,31/03/2023,HGFF11
17,JS REAL ESTATE MULTIGESTAO FII,13.371.132/0001-71,"97.387,00",5991248.24,FII,31/03/2023,HGFF11
18,FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO KINEA FII,30.091.444/0001-40,"85.554,00",6660378.9,FII,31/03/2023,HGFF11
19,Kinea High Yield CRI -FII,30.130.708/0001-28,"70.000,00",6902000.0,FII,31/03/2023,HGFF11
20,KINEA INDICES PRECOS FUNDO INVESTIMENTO,24.960.430/0001-13,"161.413,00",14822555.79,FII,31/03/2023,HGFF11
21,KINEA SECURITIES FII,35.864.448/0001-38,"22.520,00",1941899.6,FII,31/03/2023,HGFF11
22,FII MOGNO FUNDO DE FUNDOS,29.216.463/0001-77,"38.569,00",2082726.0,FII,31/03/2023,HGFF11
23,FUNDO DE INVESTIMENTO IMOBILIÁRIO VBI PR,35.652.102/0001-76,"33.750,00",3020625.0,FII,31/03/2023,HGFF11
24,Rio Bravo Renda Educacional-FII,13.873.457/0001-52,"66.954,00",8254758.66,FII,31/03/2023,HGFF11
25,FII RBR ALPHA MULTIESTRATÉGIA REAL ESTATE,27.529.279/0001-51,"33.894,00",2126170.62,FII,31/03/2023,HGFF11
26,FII RBR RENDIMENTO HOGH GRADE,29.467.977/0001-03,"56.993,00",4912796.6,FII,31/03/2023,HGFF11
27,SDI Logistica Rio Fundo Invest Imobiliario FII,16.671.412/0001-93,"65.823,00",5858247.0,FII,31/03/2023,HGFF11
28,URCA PRIME RENDA FII,34.508.872/0001-87,"60.121,00",5639349.8,FII,31/03/2023,HGFF11
29,Valora Cri Indice de preco FII,34.197.811/0001-46,"29.168,00",2324397.92,FII,31/03/2023,HGFF11
30,FATOR VERITA - FII FATOR VR,11.664.201/0001-00,"47.698,00",4076271.08,FII,31/03/2023,HGFF11
31,WHG REAL ESTATE FI IMOBILIÁRIO FII,41.256.643/0001-88,"95.878,00",814963.0,FII,31/03/2023,HGFF11
32,XP CREDITO IMOBILIARIO - FII,28.516.301/0001-91,"57.464,00",4752272.8,FII,31/03/2023,HGFF11
33,XP INDUSTRIAL FII,28.516.325/0001-40,"40.588,00",2789613.24,FII,31/03/2023,HGFF11
34,XP LOG FII,26.502.794/0001-85,"52.007,00",4908420.66,FII,31/03/2023,HGFF11
35,XP MALLS FII,28.757.546/0001-00,"56.740,00",5418102.6,FII,31/03/2023,HGFF11
36,XP SELECTION FUNDO DE FUNDOS INV IMOB - FII,30.983.020/0001-90,"752.238,00",5303277.9,FII,31/03/2023,HGFF11
37,Yuca FII,36.445.551/0001-06,"9.692,00",1002024.97,FII,31/03/2023,HGFF11
38,SUCCESPAR VAREJO FII,27.538.422/0001-71,"179.842,00",20917738.92,FII,31/03/2023,HGFF11
0,NAVI RESIDENCIAL FII,42.432.327/0001-82,"77.477,00",682572.37,FII,31/12/2022,HGFF11
1,ASA METROPOLIS FII,38.293.921/0001-62,"62.449,00",4590001.5,FII,31/12/2022,HGFF11
2,BB PROGRESSIVO II - FII,14.410.722/0001-29,"37.318,00",3190689.0,FII,31/12/2022,HGFF11
3,BRADESCO CARTEIRA IMOBILIARIA ATIVA - FII,20.216.935/0001-17,"27.690,00",2353373.1,FII,31/12/2022,HGFF11
4,BRESCO LOGISTICA FII,20.748.515/0001-81,"131.737,00",12952381.84,FII,31/12/2022,HGFF11
5,FII BTG PACTUAL CORPORATE OFFICE FUND,08.924.783/0001-01,"168.975,00",10006699.5,FII,31/12/2022,HGFF11
6,RBR CRI - FII,40.011.268/0001-43,"30.000,00",2520300.0,FII,31/12/2022,HGFF11
7,CAPITÂNIA SECURITIES II FII,18.979.895/0001-13,"83.211,00",6830790.99,FII,31/12/2022,HGFF11
8,FII CAMPUS FARIA LIMA,11.602.654/0001-01,"3.414,00",392166.18,FII,31/12/2022,HGFF11
9,GGR COVEPI RENDA FII,26.614.291/0001-00,"56,00",6496.0,FII,31/12/2022,HGFF11
10,GTIS BRAZIL LOGISTICS FUNDO DE INVESTIME,36.200.677/0001-10,"28.975,00",2897500.0,FII,31/12/2022,HGFF11
11,FII GREEN TOWERS,23.740.527/0001-58,"97.450,00",7747275.0,FII,31/12/2022,HGFF11
12,HEDGE BRASIL SHOPPING FII,08.431.747/0001-06,"52.449,00",9972652.86,FII,31/12/2022,HGFF11
13,CSHG RECEBIVEIS IMOBILIARIOS FII,11.160.521/0001-22,"129.404,00",13218618.6,FII,31/12/2022,HGFF11
14,CSHG LOGISTICA- FII,11.728.688/0001-47,"52.282,00",8600389.0,FII,31/12/2022,HGFF11
15,CSHG REAL STATE - FII,09.072.017/0001-29,"95.184,00",11708583.84,FII,31/12/2022,HGFF11
16,CSHG RENDA URBANA - FII,29.641.226/0001-53,"192.978,00",23579981.82,FII,31/12/2022,HGFF11
17,HSI MALLS FII,32.892.018/0001-31,"23.389,00",1914155.76,FII,31/12/2022,HGFF11
18,JFL LIVING FII,36.501.181/0001-87,"50.000,00",3286000.0,FII,31/12/2022,HGFF11
19,JS REAL ESTATE MULTIGESTAO FII,13.371.132/0001-71,"97.387,00",7109251.0,FII,31/12/2022,HGFF11
20,FUNDO DE FII KINEA FII,30.091.444/0001-40,"29.633,00",2323819.86,FII,31/12/2022,HGFF11
21,KINEA RENDIMENTOS IMOBILIARIOS FII,16.706.958/0001-32,"4.189,00",413412.41,FII,31/12/2022,HGFF11
